,category,price,gov,market,intrinsic,extrinsic,News
270,1,0,0,0,0,0,"ĐẠI GIA LÚA GẠO MIỀN NAM - VINAFOOD2 BÁO LỖ 170 TỶ ĐỒNG NĂM 2019 Tổng công ty Lương thực miền Nam (Vinafood2, VSF) vừa công bố Báo cáo tài chính hợp nhất đã kiểm toán cho năm 2019 với con số lỗ hơn 100 tỷ đồng và nhận về nhiều ý kiến ngoại trừ của kiểm toán viên.
"
195,1,3,0,0,1,0,"GIÁ LÚA ĐÔNG XUÂN THÁNG 3 GIẢM NHẸ NHƯNG VẪN Ở MỨC CAO Theo Bộ NN&PTNT vụ lúa Đông Xuân năm nay nông dân vẫn trúng mùa, giá lúa ở mức cao đảm bảo có lãi
"
33,1,3,0,0,0,0,"BỘ CÔNG THƯƠNG: GIÁ GẠO XUẤT KHẨU VIỆT NAM CAO NHẤT THẾ GIỚI Từ tháng 8/2022, giá gạo xuất khẩu loại 5% tấm của Việt Nam vượt Thái Lan, Ấn Độ và ở mức cao nhất thế giới.
"
280,1,2,1,0,0,0,"THÁI LAN CÔNG BỐ LỘ TRÌNH GIÁ LÚA GẠO NIÊN VỤ 2020/2021 Ủy ban Chính sách lúa gạo quốc gia vừa phê duyệt chương trình bảo lãnh giá gạo cho niên vụ 2020/21, với nguồn ngân sách dự kiến ​​85,2 tỷ bạt, (27,3 triệu USD).
"
249,1,2,0,0,2,0,"CHIẾN LƯỢC LÚA GẠO MỚI CỦA THÁI LAN: NÂNG CHẤT LƯỢNG VÀ NĂNG SUẤT LÚA LÊN 600 KG/RAI Năng suất lúa của Thái Lan đang thấp hơn nhiều so với Việt Nam, Indonesia, Ấn Độ, Trung Quốc và Mỹ. Thậm chí năng suất lúa của cường quốc xuất khẩu gạo này còn thấp hơn cả các nước láng giềng mới nổi như Myanmar, Lào, Campuchia và Malaysia.
"
147,1,0,1,0,3,0,"LIỆU SẼ ‘HỒI SINH’ QUY ĐỊNH KHO CHỨA, CÔNG SUẤT CHẾ BIẾN TRONG ĐIỀU KIỆN KINH DOANH XUẤT KHẨU GẠO Bộ Công Thương đang lấy ý kiến sửa đổi, bổ sung nghị định về kinh doanh xuất khẩu gạo (Nghị định 107/2018/NĐ-CP). Trong đó, có quy định về sức chứa tối thiểu của kho chuyên dùng và công suất tối thiểu của cơ sở xay xát, chế biến lúa gạo – vốn là một quy định đã từng được bãi bỏ.
"
37,1,3,0,3,0,0,"GIÁ GẠO XUẤT KHẨU TĂNG CAO NHẤT 10 NĂM QUA Giá gạo xuất khẩu bình quân 3 tháng đầu năm 2023 đạt 531 USD/tấn, tăng 9,2% so với cùng kỳ năm 2022 và cao nhất trong vòng 10 năm qua. Đặc biệt, giá gạo xuất khẩu bình quân sang Trung Quốc đạt 589 USD/tấn, tăng hơn 18% so với cùng kỳ năm trước…
"
115,1,2,0,0,2,0,"LẠC QUAN XUẤT KHẨU GẠO NĂM 2022 Gạo Việt Nam đang chinh phục thế giới bằng chất lượng, dự báo xuất khẩu gạo năm 2022 rất lạc quan
"
347,1,3,0,3,0,0,"TRUNG QUỐC TĂNG NHẬP KHẨU GẠO VIỆT GẤP HƠN 8 LẦN Trung Quốc, Đài Loan, Mozambique là những thị trường tăng mạnh nhập khẩu gạo Việt Nam trong những tháng đầu năm dù giá gạo tăng cao.
"
232,1,1,0,0,0,0,"8 THÁNG VIỆT NAM NHẬP HƠN 12.800 TẤN GẠO CAMPUCHIA Campuchia có hơn 70 công ty tham gia xuất khẩu gạo đi 65 nước, vùng lãnh thổ trong 8 tháng đầu năm nay.
"
20,1,3,0,0,2,0,"THỜI CƠ LỚN ĐỂ CHUẨN HÓA, NÂNG CẤP NGÀNH HÀNG LÚA GẠO Việc giá gạo xuất khẩu tăng cao nhất trong 10 năm qua, cùng với những thuận lợi trên thị trường hiện nay, doanh nghiệp Việt Nam đang đứng trước cơ hội lớn để đẩy mạnh xuất khẩu; đồng thời đây cũng là thời cơ để Việt Nam nâng cấp, chuẩn hóa ngành hàng lúa gạo, tạo sự phát triển bền vững, trong tương lai…"
45,1,2,1,0,2,0,"LẤY Ý KIẾN VỀ ĐỀ ÁN PHÁT TRIỂN 1 TRIỆU HÉC TA LÚA CHẤT LƯỢNG CAO Ở ĐBSCL Bộ Nông nghiệp và Phát triển nông thôn đề nghị UBND các địa phương vùng Đồng bằng sông Cửu Long (ĐBSCL) cho ý kiến để hoàn thiện đề án phát triển 1 triệu héc ta lúa chất lượng cao ở vùng này. Đây sẽ là cơ sở để đơn vị này hoàn thiện các nội dung và giải pháp tổ chức thực hiện đề án.
"
90,1,2,0,0,0,1,"NGUYÊN NHÂN DẪN ĐẾN GẦN 1.800 HA VỤ ĐÔNG XUÂN BỊ NHIỄM LÚA CỎ Theo ông Nguyễn Quý Dương, Phó Cục trưởng Cục Bảo vệ thực vật, Bộ Nông nghiệp và Phát triển nông thôn, lúa cỏ xuất hiện tại các tỉnh phía Bắc từ nhiều năm nay nhưng với mật độ và diện tích nhiễm thấp.
"
299,1,1,0,0,2,0,"CAMPUCHIA ĐỊNH HƯỚNG BỘ GIỐNG LÚA CHẤT LƯỢNG ĐỂ XUẤT KHẨU Campuchia đã xuất khẩu 356.097 tấn gạo trong năm tháng đầu năm, tăng trên 42% so với cùng kỳ năm 2019 và đang tập trung sản xuất các giống lúa ngon phục vụ xuất khẩu.
"
204,1,2,1,0,0,0,"DOANH NGHIỆP TRÚNG THẦU GẠO DỰ TRỮ QUỐC GIA MÀ 'LẬT KÈO' SẼ BỊ TRỪ ĐIỂM UY TÍN Nhằm ngăn chặn tình trạng doanh nghiệp trúng thầu gạo dự trữ Quốc gia nhưng lại từ chối ký hợp đồng, sau đó để xuất khẩu với giá cao hơn, ông Nguyễn Văn Bình, Vụ trưởng Vụ Chính sách pháp chế (Tổng cục Dự trữ Nhà nước) cho biết: Tổng cục Dự trữ sẽ áp dụng ngay từ năm 2021 là chấm điểm uy tín các nhà thầu.
"
77,1,1,0,2,2,0,"TÌM NGUYÊN NHÂN KHIẾN GIÁ GẠO XUẤT KHẨU CỦA VIỆT NAM SỤT GIẢM Giá gạo xuất khẩu của Việt Nam đã giảm mạnh, rời khỏi mốc 400 USD/tấn, vì thị trường bão hòa hay chất lượng gạo sụt giảm?
"
276,1,1,0,0,0,0,"CHƯA KỊP VƯỢT THÁI LAN, XUẤT KHẨU GẠO ĐÃ 'ĐÓI' ĐƠN HÀNG Sau thời gian sôi động, thậm chí Việt Nam được kỳ vọng có triển vọng vượt qua Thái Lan để ""soán"" ngôi đầu xuất khẩu gạo trên thị trường thế giới, thời gian gần đây, nhiều doanh nghiệp xuất khẩu gạo lại đang rơi vào tình cảnh rất khó tìm kiếm đơn hàng.
"
97,1,3,0,0,0,0,"GIÁ LÚA THẾ GIỚI TĂNG, NÔNG DÂN ĐBSCL VẪN CHƯA VUI Thời gian gần đây, giá gạo thế giới có xu hướng tăng cao. Điều này ít nhiều tác động đến thị trường lúa gạo trong khu vực ĐBSCL. Thế nhưng thu nhập của nông dân thực chất không tăng.
"
221,1,1,0,1,0,0,"XUẤT KHẨU GẠO VÀO EU CHỈ BẰNG 1/6 SO VỚI THÁI LAN Theo Cục Trồng trọt, tổng nhu cầu nhập khẩu gạo của EU là 2,3 triệu tấn gạo/năm với giá trị là 1,4 tỷ Euro năm 2019; so với các nước ASEAN khác, xuất khẩu gạo của Việt Nam vào EU chỉ bằng 1/6 với Thái Lan, 1/10 Myanmar, 1/4 Campuchia.
"
213,1,1,0,0,0,0,"XUẤT NHẬP KHẨU VIỆT NAM VÀ PHILIPPINES THÁNG 10/2020: XUẤT KHẨU GẠO GIẢM GẦN 50% Việt Nam xuất khẩu sang Philippines gần 267,2 triệu USD và nhập khẩu gần 168 triệu USD. Giúp cán cân thương mại thặng dư 99,2 triệu USD.
"
344,1,3,1,0,0,0,"BỘ CÔNG THƯƠNG ĐỀ XUẤT CHO PHÉP XUẤT KHẨU 400 NGHÌN TẤN GẠO TRONG THÁNG 4 Bộ Công Thương cho biết sau khi tính toán kĩ để đảm bảo an ninh lương thực, Bộ đề xuất trước mắt trong tháng 4 cho phép xuất khẩu 400 nghìn tấn gạo. Thủ tướng sẽ xem xét, quyết định phương hướng điều hành xuất khẩu gạo cho tháng 5.
"
91,1,0,0,0,2,0,"TẬP ĐOÀN LỘC TRỜI MUỐN LÀM DỰ ÁN 1 TRIỆU HECTA TRỒNG LÚA CHẤT LƯỢNG CAO TẠI ĐBSCL Ông Huỳnh Văn Thòn, Chủ tịch HĐQT Tập đoàn Lộc Trời đã đề xuất tham gia thực hiện dự án 1 triệu hecta trồng lúa chất lượng cao tại vùng Đồng bằng sông Cửu Long.
"
237,1,2,1,0,3,0,"XÂY DỰNG CHUỖI GIÁ TRỊ, LIÊN KẾT TIÊU THỤ LÚA GẠO VNSAT Tiếp tục tăng cường đào tạo nông dân, tạo chuỗi liên kết, xây dựng thương hiệu lúa gạo, đẩy nhanh tiến độ giải ngân, chuyển sang đầu tư công, để sử dụng hết nguồn vốn.
"
141,1,2,0,2,0,0,"LIÊN KẾT SẢN XUẤT VÀ TIÊU THỤ LÚA GẠO ĐỂ PHÁT TRIỂN BỀN VỮNG Bạc Liêu khuyến khích nông dân tiếp tục nhân rộng mô hình sản xuất giống lúa ST24, ST25, với diện tích khoảng 10.000 ha.
"
40,1,0,0,0,0,0,"GẠO VIỆT NAM TRÊN CÁNH ĐỒNG THÁI LAN Nông dân Thái Lan đang âm thầm chuyển sang canh tác các giống lúa Việt Nam do rẻ hơn, dễ canh tác hơn và ăn dẻo tương tự, được người tiêu dùng ưa chuộng. Tuy nhiên, nhà chức trách Thái Lan đang lo ngại giống ngoại giúp nông dân đáp ứng nhu cầu giá rẻ nhưng làm mất thương hiệu quốc gia.
"
273,1,2,1,0,0,0,"THÁI LAN ĐỀ RA CHIẾN LƯỢC PHÁT TRIỂN LÚA GẠO GIAI ĐOẠN 2020 – 2024 Chính phủ Thái Lan đang tìm cách xúc tiến 7 sản phẩm gạo và phát triển lúa giống theo chiến lược sản xuất định hướng marketing cho giai đoạn 2020 – 2024. Theo Bộ trưởng Thương mại Thái Lan Jurin Laksanawisit, gần đây đã chủ trì cuộc họp đầu tiên của một hội đồng được giao nhiệm vụ đưa ra chiến lược ngành gạo Thái Lan, kế hoạch chiến lược kéo dài 4 năm sẽ tập trung chủ yếu vào gạo Hom Mali Thái, gạo thơm Thái, gạo trắng mềm cơm, gạo trắng cứng cơm, gạo đồ, gạo nếp và gạo đặc sản.
"
168,1,3,0,3,0,1,"KHÓ CHỒNG KHÓ VÌ NGHẼN CẢNG, DOANH NGHIỆP XUẤT KHẨU GẠO BẾ TẮC KHÔNG DÁM KÝ HỢP ĐỒNG Việc tạm ngừng cung cấp dịch vụ đóng rút gạo tại Cảng Tân Cảng Hiệp Phước là trường hợp bất khả kháng do dịch bệnh. Tuy nhiên, các doanh nghiệp xuất khẩu gạo đang rơi vào tình cảnh tiến thoái lưỡng nan khi có khách hàng mà vẫn không dám ký kết hợp đồng vì không biết khi nào có thể giao hàng.
"
336,1,3,1,0,0,0,"ĐƯỢC PHÉP XUẤT GẠO, DOANH NGHIỆP SẼ MUA LÚA GIÁ CAO Quyết định của Thủ tướng cho phép xuất khẩu gạo trở lại rất phù hợp với nguyện vọng của các doanh nghiệp (DN) hoạt động trong ngành hàng lúa gạo Việt Nam, nhất là DN ở ĐBSCL.
"
207,1,1,0,1,0,1,"THÁI LAN DỰ BÁO TRIỂN VỌNG XUẤT KHẨU GẠO VẪN ẢM ĐẠM TRONG NĂM 2021 Xuất khẩu gạo của Thái Lan được cho là sẽ phục hồi nhẹ so với khối lượng 5,8 triệu tấn được dự kiến trong năm 2020, mức thấp nhất trong 20 năm qua do sức mua toàn cầu yếu đi vì chịu ảnh hưởng của dịch viêm đường hô hấp cấp COVID-19, tình trạng thiếu container và sự tăng giá của đồng nội tệ.
"
210,1,0,2,0,0,0,"LÚA GẠO LÀ MỘT TRONG NHỮNG NGÀNH HÀNG TIỀM NĂNG KHI UKFTA KÝ KẾT Theo Bộ Công Thương dư địa tăng trưởng thị trường tại Vương quốc Anh cho sản phẩm Việt Nam còn rất lớn vì tất cả sản phẩm xuất khẩu Việt Nam chỉ chiếm được không quá 1% thị phần trong tổng kim ngạch nhập khẩu hàng hóa mỗi năm gần 700 tỉ USD (2019) của Anh. Trong các mặt hàng, gạo là một trong những ngành được xem là có tiềm năng khi Hiệp định UKVFTA có hiệu lực.
"
235,1,3,0,3,0,0,"GIÁ GẠO THÁI DỨT BA TUẦN TĂNG LIÊN TIẾP NHƯNG VẪN TRÊN 500 USD/TẤN, CAO HƠN GIÁ GẠO VIỆT Tuần qua, giá gạo xuất khẩu của Thái Lan đã giảm nhẹ, dứt chuỗi tăng trong ba tuần liên tiếp vì đồng baht giảm theo sau sự tự chức của Bộ trưởng Tài chính nước này. Trong khi đó, giá gạo Việt Nam tăng với cảnh báo thiếu hụt nguồn cung.
"
72,1,3,0,0,2,0,"GẠO DT8 CỦA VIỆT NAM CHIẾM ƯU THẾ TẠI PHILIPPINES, THÁI LAN “MUỐN CŨNG KHÔNG ĐƯỢC"" Theo chuyên gia và là người trong cuộc, chỉ Việt Nam mới sản xuất được DT8 (Đài Thơm 8) nên chiếm ưu thế tại thị trường Philippines, Thái Lan dù “rất thèm muốn” nhưng không thể cạnh tranh được.
"
98,1,1,0,0,3,0,"SẢN XUẤT Ở ĐBSCL, NHỮNG TRỞ NGẠI: LIÊN KẾT KHÓ TỪ ĐÂU? ĐBSCL, chuỗi liên kết sản xuất lúa gạo trên cánh đồng lớn chưa chặt chẽ, còn mang tính thời vụ, lợi ích cục bộ và chưa bền vững. Vì sao?
"
132,1,2,0,0,3,0,"ĐỒNG THÁP SẼ CÓ 15 - 20% DIỆN TÍCH NÔNG NGHIỆP TƯỚI TIÊN TIẾN Đồng Tháp Đồng Tháp sẽ có 15 - 20% diện tích canh tác nông nghiệp được đầu tư hệ thống thủy lợi, tưới tiên tiến, tiết kiệm nước và tưới tiêu hiện đại thông minh…
"
103,1,3,0,0,2,0,"SO KÈ GẠO VIỆT NAM VỚI CÁC ĐỐI THỦ CẠNH TRANH Giá gạo 5% tấm của Việt Nam đang ở mức cao hơn so với các đối thủ như Thái Lan hay Ấn Độ. Tuy nhiên để mở rộng thị trường hơn thì gạo Việt Nam phải chuyển hướng nâng cao chất lượng.
"
243,1,0,0,0,0,0,"TỔNG GIÁM ĐỐC CÔNG TY TRUNG AN GIẢI THÍCH PHÁT NGÔN '90% NGƯỜI DÂN VIỆT NAM ĂN GẠO BẨN' Ông Phạm Thái Bình, Tổng giám đốc Công ty cổ phần nông nghiệp công nghệ cao Trung An giải thích rằng với ông, nếu sản phẩm không đạt tiêu chuẩn VietGAP; GlobalGAP thì bị coi là “bẩn”.
"
74,1,3,1,3,1,0,"XUẤT KHẨU GẠO TĂNG KỶ LỤC Bảy tháng đầu năm, Việt Nam xuất khẩu gần 4,2 triệu tấn gạo, tăng hơn 20% so với cùng kỳ năm ngoái, trong đó thị trường Mỹ tăng mạnh nhất với hơn 65%.
"
292,1,3,0,0,1,0,"NHÌN LẠI VỤ LÚA XUÂN 2020 Các tỉnh phía Bắc vụ lúa xuân đã và sắp kết thúc giai đoạn thu hoạch, tổng thể chung các địa phương và Bộ chuyên ngành đánh giá là vụ “được mùa, được giá”.
"
25,1,3,1,3,0,1,"VIỆT NAM TRỞ THÀNH NƯỚC XUẤT KHẨU GẠO LỚN NHẤT VÀO TRUNG QUỐC Trung Quốc đã tăng gần gấp đôi lượng gạo nhập khẩu từ Việt Nam trong 4 tháng đầu năm nay sau khi nước này dỡ bỏ chính sách Zero COVID và mở cửa trở lại nền kinh tế, qua đó đưa Việt Nam trở thành nước xuất khẩu gạo lớn nhất vào Trung Quốc.
"
212,1,0,0,0,2,0,"THÁI LAN ĐẶT CƯỢC VÀO GIỐNG GẠO MỚI ĐỂ GIÀNH LẠI NGÔI VỊ QUÁN QUÂN XUẤT KHẨU THẾ GIỚI Ngành lúa gạo Thái Lan có giá trị 6 tỉ USD mỗi năm và gần 50% trong số đó là xuất khẩu. Nhưng thiếu các giống gạo mềm đang gia tăng thêm sức ép cho ngành xuất khẩu gạo của quốc gia này.
"
24,1,3,0,3,0,0,"CƠ HỘI XUẤT KHẨU GẠO CỦA VIỆT NAM RẤT LỚN KHI NHU CẦU THẾ GIỚI TĂNG Dự báo nguồn cung lương thực giảm mạnh trong khi nhu cầu dự trữ của các nước tăng cao, xuất khẩu gạo của Việt Nam có thể đạt kỷ lục trong năm nay."
65,1,3,0,0,2,0,"CÀ MAU: HƠN 600HA MÔ HÌNH TÔM - LÚA ĐẠT CHỨNG NHẬN QUỐC TẾ ASC Tin vui cho người nuôi tôm là tại tỉnh Cà Mau có hơn 600 héc ta mô hình canh tác tôm - lúa vừa được cấp giấy chứng nhận quốc tế ASC Group. Đây là chứng nhận quốc tế ASC đầu tiên trong cả nước. Qua đó góp phần khẳng định vị trí của con tôm Việt Nam trên thị trường quốc tế.
"
131,1,0,0,0,0,0,"XUẤT KHẨU GẠO PAKISTAN SANG TRUNG QUỐC NĂM 2021 TĂNG 133% Xuất khẩu gạo của Pakistan sang Trung Quốc (Mã HS 1006) đạt 400 triệu USD vào năm 2021, tăng 133% so với cùng kỳ năm liền trước, và trong năm tháng đầu năm ngoái, Pakistan vẫn là nhà cung cấp gạo lớn nhất cho Trung Quốc.
"
343,1,3,0,3,0,1,"LO NGẠI VỀ AN NINH LƯƠNG THỰC ẢNH HƯỞNG RÕ NÉT TỚI HOẠT ĐỘNG XUẤT KHẨU GẠO CHÂU Á Mua sắm và tích trữ hàng hóa khi dịch bệnh lan rộng đã làm dấy lên lo ngại về nguồn cung thực phẩm. Chính phủ các nước trên thế giới cũng nhận thức sâu sắc rằng cung ứng đủ lương thực ở mức giá phải chăng cho người dân là vấn đề vô cùng quan trọng để đảm bảo ổn định chính trị, đặc biệt là tại châu Á.
"
111,1,2,0,0,3,0,"VIỆN TRƯỞNG VIỆN LÚA ĐBSCL: TƯƠNG LAI NGÀNH LÚA GẠO RẤT KHẢ QUAN! Viện Lúa ĐBSCL với tầm nhìn tương lai ngành hàng lúa gạo Việt Nam rất khả quan, với nội lực từ nguồn giống, hệ thống canh tác và công nghệ sản xuất cạnh tranh.
"
66,1,2,0,0,1,0,"ST25 - “GẠO NGON THẾ GIỚI” CANH TÁC CHO NĂNG SUẤT CAO TẠI HUYỆN SÓC SƠN Sau một mùa vụ thử nghiệm ở quy mô nhỏ cho kết quả tích cực, Hội Nông dân huyện Sóc Sơn (Hà Nội) đã mở rộng canh tác giống lúa ST25 trên địa bàn 16 xã. Đây là giống lúa cho chất lượng gạo ngon, từng giành giải Nhất, Nhì cuộc thi “Gạo ngon thế giới”.
"
222,1,3,0,0,2,0,"GẠO VIỆT ĐUA NHAU XUẤT NGOẠI, NHIỀU GIỐNG MỚI NGÀY CÀNG ĐƯỢC ƯA CHUỘNG TRONG NƯỚC Nhiều loại gạo ngon như ST24, ST25, Jasmine 85, Tài Nguyên Chợ Đào... của Việt Nam được người tiêu dùng cả trong và ngoài nước ưa chuộng và sử dụng trong các bữa cơm gia đình.
"
85,1,3,0,0,0,1,"GẠO CÓ THỂ TRỞ THÀNH THÁCH THỨC TIẾP THEO ĐỐI VỚI NGUỒN CUNG LƯƠNG THỰC TOÀN CẦU KHI TÌNH TRẠNG THIẾU MƯA Ở ẤN ĐỘ - NƯỚC XUẤT KHẨU LỚN GẠO NHẤT THẾ GIỚI - KHIẾN DIỆN TÍCH TRỒNG TRỌT BỊ THU HẸP NHIỀU NHẤT TRONG BA NĂM. Gạo có thể trở thành thách thức tiếp theo đối với nguồn cung lương thực toàn cầu khi tình trạng thiếu mưa ở Ấn Độ - nước xuất khẩu lớn gạo nhất thế giới - khiến diện tích trồng trọt bị thu hẹp nhiều nhất trong ba năm.
"
321,1,3,0,0,0,0,"GIÁ GẠO ẤN ĐỘ ĐẠT MỨC CAO NHẤT 8 THÁNG GẦN ĐÂY, GIÁ GẠO THÁI LAN GIẢM SAU MƯA Giá gạo Ấn Độ đạt mức cao nhất 8 tháng gần đây, giá gạo Thái Lan giảm sau mưa
"
27,1,3,0,0,0,0,"KIM NGẠCH XUẤT KHẨU GẠO CỦA CẢ NƯỚC 4 THÁNG NĂM 2023 TĂNG 54,5% Tổng khối lượng và giá trị xuất khẩu gạo 4 tháng đầu năm đạt 2,95 triệu tấn với 1,56 tỷ USD, tăng 43,6% về khối lượng và tăng 54,5% về giá trị, mức tăng cao nhất trong nhóm nông sản chủ lực.
"
10,1,3,0,3,0,2,"EL NINO KHIẾN NHIỀU NƯỚC TĂNG MUA GẠO VIỆT VÀI CHỤC LẦN 5 tháng đầu năm, nhiều quốc gia ở châu Á và Trung Đông ồ ạt mua gạo Việt với kim ngạch tăng từ 30% đến vài chục lần"
95,1,0,1,0,2,0,"CÁCH NÀO ĐỂ PHÁT TRIỂN THÀNH CÔNG MỘT TRIỆU HÉC TA LÚA CHẤT LƯỢNG CAO? Một triệu héc ta lúa chất lượng cao phục vụ cho nhu cầu xuất khẩu là điều cần thiết. Song, một số ý kiến từ doanh nghiệp cũng như chuyên gia nông nghiệp cho rằng để thực hiện mục tiêu này cần rút ra bài học từ thất bại của một mô hình tương tự, đó là cánh đồng lớn, để từ đó có điều chỉnh phù hợp về chính sách.
"
151,1,3,0,0,3,1,"ĐBSCL THIẾU KHOẢNG 50.000 - 70.000 TẤN LÚA GIỐNG Do ảnh hưởng dịch Covid-19, nhiều địa phương giãn cách nên việc thu hoạch, sơ chế bảo quản giống tại công ty và hệ thống sản xuất giống gặp khó khăn. Tình trạng này sẽ làm gia tăng việc nông dân lấy lúa hàng hóa làm lúa giống.
"
