,category,price,gov,market,intrinsic,extrinsic,News
218,1,0,0,0,2,0,"THÁI LAN QUYẾT TÂM GIỮ VỮNG 'NGÔI VƯƠNG' CHO GẠO Bộ trưởng Thương mại Thái Lan Jurin Laksanawisit mới đây cho biết việc gạo thơm Hom Mali của Thái Lan giành lại vị trí quán quân thế giới tại Hội nghị Lúa gạo Thế giới lần thứ 12 không chỉ mang lại lợi ích cho nông dân, mà còn cho toàn bộ ngành kinh doanh lúa gạo Thái Lan. Vì giải thưởng đã chứng thực chất lượng của loại ngũ cốc chủ đạo của quốc gia Đông Nam Á này.
"
252,1,3,0,0,2,0,"CƠ HỘI VỚI HẠT GẠO VIỆT NAM Bước sang tháng 8-2020, giá gạo xuất khẩu của Thái Lan và Ấn Độ đều tăng. Nhưng Việt Nam mới là nước có những gam sáng trong xuất khẩu gạo rõ nét. Theo các chuyên gia lúa gạo, khối lượng và giá trị xuất khẩu gạo đều tăng trưởng, Việt Nam sẽ vượt Thái Lan vươn lên vị trí xuất khẩu gạo số 1 thế giới trong năm 2020. Vấn đề hiện nay là xác lập, khẳng định thương hiệu gạo Việt trên thương trường.
"
104,1,2,0,0,0,0,"QUẢNG TRỊ: GIẤC MƠ LÚA HỮU CƠ VƯƠN SANG MỸ, ÂU KHÔNG CÒN XA! Tỉnh Quảng Trị đặt mục tiêu đến năm 2025 sẽ mở rộng diện tích canh tác khoảng 1.000 ha lúa hữu cơ, xuất khẩu gạo sang thị trường Mỹ và châu Âu.
"
313,1,0,0,0,0,0,"DỰ BÁO CUNG – CẦU GẠO THẾ GIỚI NĂM 2019/20 Trong báo cáo công bố tháng 4/2020, Bộ Nông nghiệp Mỹ (USDA) đã hạ dự báo về sản lượng gạo niên vụ 2019/20 của Myanmar, Campuchia, Lào, Philippines, Thái Lan và Việt Nam.
"
162,1,0,0,0,0,0,"TỔNG CỤC THỐNG KÊ: TÌNH HÌNH SẢN XUẤT LÚA ĐẾN TRUNG TUẦN THÁNG 8/2021 Tính đến trung tuần tháng Tám, cả nước thu hoạch được 999,4 nghìn ha lúa hè thu, chiếm 51,1% diện tích gieo cấy và bằng 97,9% cùng kỳ năm trước
"
12,1,3,0,3,1,0,"XUẤT KHẨU GẠO TIẾP TỤC KHỞI SẮC Chỉ trong 5 tháng đầu năm, xuất khẩu gạo đã đạt 3,62 triệu tấn, là mặt hàng hiếm hoi có kim ngạch xuất khẩu tăng trong bối cảnh khó khăn chung."
99,1,1,0,0,1,0,"ĐỒNG THÁP: TRỒNG LÚA CHO NĂNG SUẤT CAO NHƯNG LỢI NHUẬN GIẢM Vụ lúa Đông Xuân và Hè Thu năm 2022 ở tỉnh Đồng Tháp cho năng suất bình quân ước đạt 73,33 tạ/ha, tăng 0,14 tạ/ha so với cùng kỳ, cao hơn vụ Đông Xuân 2018 - 2019 hơn 2 tạ/ha; lợi nhuận vụ lúa Đông Xuân từ 20-22 triệu đồng/ha, giảm hơn 10 triệu đồng/ha so với năm 2021.
"
69,1,3,1,3,0,2,"GIÁ LÚA GẠO TRONG NƯỚC VÀ XUẤT KHẨU ĐỀU TĂNG Trong tuần qua, giá gạo trong nước và xuất khẩu điều chỉnh tăng mạnh. Đặc biệt là gạo phẩm cấp thấp đã tăng mạnh sau động thái siết chặt xuất khẩu của Ấn Độ. Thời tiết khắc nghiệt ở nhiều quốc gia Châu Á, nơi chiếm 90% sản lượng gạo toàn cầu, đang đặt nguồn cung gạo vào tình trạng thiếu hụt đáng báo động.
"
60,1,3,0,0,0,0,"GIÁ XUẤT KHẨU CỦA GẠO VIỆT SẼ CAO ĐẾN HẾT NĂM 2022 Kết thúc 10 tháng đầu năm, xuất khẩu gạo đạt khoảng 6 triệu tấn, cách không còn xa so với mục tiêu năm 2022 và mức giá đang bỏ cách xa Thái Lan 23 USD/tấn.
"
177,1,0,0,0,0,0,"20.000 TẤN GẠO THÁI LAN ĐƯỢC GIAO ĐẾN TRUNG QUỐC TỪ THÁNG 6 ĐẾN THÁNG 7 Thương vụ mua 20.000 tấn gạo trắng này có điều kiện linh hoạt cho phép Trung Quốc nhập khẩu bất kỳ loại gạo nào từ Thái Lan, không giới hạn số lượng.
"
47,1,2,3,0,0,0,"ẤN ĐỘ: CÂN NHẮC LẠI LỆNH CẤM XUẤT KHẨU GẠO Hoạt động thu mua lúa gạo đang có tiến độ ổn định với giá gạo nội địa bắt đầu quay trở lại bình thường, chính phủ Ấn Độ có thể cân nhắc lại lệnh cấm xuất khẩu gạo tấm, mặc dù lệnh cấm hiện vẫn đang được thực thi. Xuất khẩu gạo hoàn toàn như hiện nay nhưng các vấn đề vẫn đang trong giai đoạn thảo luận.
"
255,1,3,0,2,1,0,"LÚA GẠO DỒI DÀO, THỊ TRƯỜNG KHỞI SẮC Những ngày qua, giá lúa ở một số tỉnh, thành ĐBSCL đột ngột tăng cao. Dù vậy, lúa vụ hè thu và thu đông vẫn rất dồi dào, gạo đầy ắp, không lo thiết hụt.
"
153,1,2,0,0,0,2,"BẢO VỆ LÚA THU ĐÔNG TRONG MÙA MƯA LŨ Hiện lúa thu đông 2021 ở các tỉnh ĐBSCL phát triển tốt, ít sâu bệnh hơn mọi năm. Các địa phương đã sẵn sàng các phương án bảo vệ lúa trong mùa mưa lũ.
"
8,1,3,1,3,0,0,"ẤN ĐỘ SIẾT THÊM NGUỒN CUNG GẠO TOÀN CẦU Ấn Độ - nước xuất khẩu gạo lớn nhất thế giới - vừa công bố thêm các quy định nhằm siết bán gạo ra nước ngoài.
"
23,1,3,0,0,0,0,"GẠO VÀ HÀNG THIẾT YẾU - ĐIỂM SÁNG TRONG BỨC TRANH XUẤT KHẨU Trong khi xuất khẩu dệt may, gỗ, thủy sản giảm mạnh 4 tháng đầu năm, hàng thiết yếu, gạo và trái cây Việt xuất đi các nước tăng trưởng ngược dòng."
261,1,3,0,3,0,1,"GIÁ GẠO XUẤT KHẨU THÁI LAN, ẤN ĐỘ ĐỒNG LOẠT TĂNG TRONG TUẦN NÀY Giá gạo Ấn Độ tăng trong tuần này vì khủng hoảng đại dịch COVID-19 trở nên tồi tệ hơn gây ra những vấn đề về hậu cần, trong khi lũ lụt trên diện rộng tại Bangladesh khiến mùa màng bị thiệt hại nặng.
"
158,1,0,0,0,0,2,"TÍNH TOÁN GIẢM THÂM CANH LÚA GẠO Ở ĐBSCL Đầu tháng 9-2021, nông dân Bạc Liêu gặp nhiều khó khăn trong thu hoạch lúa và phải nhờ các tỉnh Hậu Giang, Sóc Trăng “chi viện” máy gặt đập liên hợp để hỗ trợ. Hành trình của hạt lúa ở vùng ĐBSCL tiếp tục gặp những trở ngại.
"
257,1,3,2,0,0,0,"GẠO VIỆT NAM ĐÃ CÓ MẶT TẠI CÁC SIÊU THỊ LỚN CỦA THỤY ĐIỂN Chỉ một năm trước đó, gạo Việt Nam vẫn còn ""vắng bóng"" tại các cửa hàng, siêu thị bán lẻ nhưng kể từ cuối năm 2019 đến nay, gạo Việt Nam đã có mặt tại các siêu thị lớn và hầu hết các cửa hàng thực phẩm châu Á tại Thụy Điển.
"
247,1,0,0,0,0,0,"TOP 10 THỊ TRƯỜNG VIỆT NAM XUẤT KHẨU GẠO NHIỀU NHẤT 7 THÁNG 2020 7 tháng đầu năm Việt Nam xuất khẩu trên 4 triệu tấn gạo thu về 1,95 tỉ USD. Philippines đứng đầu về tiêu thụ gạo nước ta với 1,5 triệu tấn trị giá hơn 688 triệu USD.
"
323,1,2,0,0,1,0,"CÁC TỈNH PHÍA NAM THU HOẠCH GẦN 1,68 TRIỆU HA LÚA ĐÔNG XUÂN Trong đó vùng Đồng bằng sông Cửu Long thu hoạch hơn 1,48 triệu ha, năng suất ước đạt 68,2 tạ/ha, tăng 0,4 tạ/ha so với vụ lúa đông xuân trước.
"
219,1,0,0,0,2,0,"XUẤT KHẨU GẠO GHI ĐIỂM Xuất khẩu gạo trở thành điểm sáng khi duy trì được mức tăng trưởng đáng kể về giá trị trong gần 11 tháng qua, đặc biệt, gạo Việt xuất khẩu được giá nhờ chất lượng gạo được nâng cao.
"
32,1,0,0,0,0,0,"VIỆT NAM ĐĂNG CAI TỔ CHỨC HỘI NGHỊ TOÀN CẦU HỆ THỐNG LƯƠNG THỰC THỰC PHẨM LẦN THỨ 4 Bộ NN&PTNT cho biết, Hội nghị toàn cầu Hệ thống lương thực thực phẩm lần thứ 4 dự kiến tổ chức từ ngày 24-28/4, tại Hà Nội với sự tham gia của nhiều bộ trưởng, thứ trưởng, trưởng ngành của các quốc gia, tổ chức quốc tế.
"
205,1,0,0,0,0,0,"VIỆT NAM CÓ 205 THƯƠNG NHÂN ĐỦ ĐIỀU KIỆN XUẤT KHẨU GẠO Theo Cục Xuất nhập khẩu (Bộ Công Thương), tính đến 18/1/2021, cả nước có 205 thương nhân đủ điều kiện kinh doanh xuất khẩu gạo.
"
284,1,1,1,0,0,1,"XUẤT KHẨU GẠO BASMATI CỦA ẤN ĐỘ DỰ KIẾN GIẢM MẠNH Tăng trưởng doanh thu của ngành công nghiệp sản xuất gạo Basmati của Ấn Độ sẽ suy giảm mạnh trong năm 2020 - 2021, do tác động tiêu cực của COVID-19 và lệnh phong tỏa kéo dài.
"
109,1,3,3,3,0,0,"GIỚI THƯƠNG LÁI ẤN ĐỘ SĂN LÙNG GẠO TÍCH TRỮ Lệnh cấm xuất khẩu lúa mì của chính phủ đã khiến giới kinh doanh lúa gạo tại quốc gia Nam Á tăng cường thu mua gạo vì lo ngại một lệnh cấm tương tự.
"
143,1,2,0,0,0,0,"GIẢM PHÁT THẢI TRONG SẢN XUẤT LÚA Ở ĐỒNG BẰNG SÔNG CỬU LONG Làm cách nào để giảm lượng phát thải trong sản xuất lúa, đồng thời vẫn đảm bảo an ninh lương thực và tăng thu nhập cho người nông dân vùng Đồng bằng sông Cửu Long
"
291,1,0,0,0,0,0,"GÓI THẦU 300.000 TẤN GẠO G2G CỦA PHILIPPINES: MỚI CHỈ ĐẠT 189.000 TẤN Philippines đã chính thức mở gói thầu 300.000 tấn gạo loại 25% tấm theo phương thức hợp đồng Chính phủ (G2G). Kết quả chỉ có 189.000 tấn gạo được 4 nước bỏ giá trong mức ngân sách.
"
176,1,3,0,0,2,0,"XUẤT KHẨU GẠO CHUYỂN DỊCH THEO HƯỚNG GIẢM LƯỢNG, TĂNG CHẤT Cơ cấu gạo xuất khẩu của Việt Nam tiếp tục chuyển dịch sang các loại gạo thơm, gạo chất lượng cao với giá bán và giá trị gia tăng cao hơn.
"
231,1,2,2,0,1,0,"HÀNG LOẠT YẾU TỐ THUẬN LỢI, XUẤT KHẨU GẠO CÓ CÁN ĐÍCH 7 TRIỆU TẤN NĂM 2020 Với việc giá gạo xuất khẩu tăng, cùng với hiệp định EVFTA đi vào hiệu lực, tạo điều kiện thuận lợi cho ngành gạo. Thứ trưởng Bộ NN&PTNT Lê Quốc Doanh cho biết từ nay đến cuối năm, ngành nông nghiệp sẽ cố gắng đạt mục tiêu xuất khẩu 6,5 - 7 triệu tấn gạo.
"
154,1,1,0,0,2,0,"DƯ LƯỢNG HÓA CHẤT VƯỢT QUY ĐỊNH, GẠO ST25 XUẤT ĐI BỈ PHẢI THU HỒI Nhiều sản phẩm nông sản và thủy sản xuất khẩu của Việt Nam bị EU cảnh báo vì có dư lượng hóa chất nông nghiệp vượt quá mức quy định, trong đó có 1 lô gạo ST25 bị thu hồi tại Bỉ.
"
285,1,2,0,0,0,0,"VỤ HÈ-THU SẼ CÓ KHOẢNG TỪ 2,3-2,5 TRIỆU TẤN GẠO CHO XUẤT KHẨU Theo ước tính ban đầu về cơ cấu giống từ các tỉnh, sau khi trừ lượng lúa gạo dùng tiêu thụ trong nước thì lượng gạo hàng hóa cho xuất khẩu khoảng 2,3-2,5 triệu tấn.
"
214,1,3,0,0,0,0,"GIÁ GẠO VIỆT NAM TĂNG 20 USD/TẤN TRONG THÁNG 10 Trong khi giá gạo 5% tấm của Thái Lan và Ấn Độ có xu hướng giảm trong tháng 10, thì gạo Việt Nam lại tăng mạnh do nguồn cung thu hẹp.
"
7,1,2,0,3,0,0,"THỊ TRƯỜNG TRẦM LẮNG, GIÁ GẠO GIẢM NHIỆT Những ngày cuối tháng 9, giá gạo VN và thế giới về quanh mốc 600 USD/tấn. Nếu so với đỉnh điểm cách đây một tháng, giá gạo đã giảm khoảng 40 USD/tấn. Điều gì làm giá gạo giảm nhanh và liệu sẽ còn kéo dài?"
281,1,1,0,2,2,0,"GIÁ TẠI VIỆT NAM GIẢM, TẠI ẤN ĐỘ TĂNG Giá gạo xuất khẩu của Việt Nam tuần này giảm bởi nhu cầu mua chậm lại và lo ngại về chất lượng gạo vụ này, trong bối cảnh đang vụ thu hoạch lúa. Trong khi đó, giá gạo Ấn Độ tăng từ mức thấp nhất 2 tháng do nhu cầu mạnh lên từ các khách hàng Châu Phi.
"
134,1,2,0,0,3,0,"GẦN 38% DIỆN TÍCH LÚA ĐÔNG XUÂN ĐÃ CÓ NƯỚC Tính đến 16h ngày 15/1, các địa phương khu vực Trung du và Đồng bằng Bắc Bộ đã lấy nước phục vụ gieo cấy lúa vụ Đông Xuân 2021-2022 đạt 191.260/506.558 ha, tương đương 37,76%.
"
44,1,3,0,3,0,0,"USDA DỰ KIẾN VIỆT NAM SẼ TĂNG XUẤT KHẨU GẠO KỶ LỤC TRONG NĂM 2023 USDA dự kiến Australia, Myanmar, Guyana, Paraguay, Thái Lan và Việt Nam sẽ tăng xuất khẩu gạo trong năm 2023. Xuất khẩu của Thái Lan dự kiến sẽ tăng 0,6 triệu tấn lên 8,2 triệu tấn, Việt Nam lên kỷ lục hơn 7 triệu tấn, chủ yếu do sự cạnh tranh từ các đối thủ là Ấn Độ và Pakistan giảm bớt.
"
258,1,3,0,3,1,0,"THỰC TRẠNG SẢN XUẤT LÚA GẠO CỦA CUBA Theo trang mạng “El Estado como tal” (Nhà nước chân thực), kể từ đầu tháng 7/2020, gạo bắt đầu trở nên khan hiếm tại Cuba và giá cả mặt hàng này tại thị trường “chợ đen” bắt đầu gia tăng.
"
171,1,1,0,1,0,1,"GIÁ LÚA GẠO HÔM NAY 31/7: LÚA HÈ THU NGÓNG GHE VỀ THU MUA, NÔNG DÂN SÓC TRĂNG, AN GIANG KÊU TRỜI Việc các thương lái, ghe không thể vào các địa phương đang thực hiện giãn cách xã hội khiến giá lúa gạo hôm nay 31/7 nhiều tỉnh ĐBSCL ít biến động. Trong khi đó, giá gạo xuất khẩu cũng giảm để tăng sức cạnh tranh.
"
18,1,3,3,1,0,0,"TẠI SAO LỆNH CẤM XUẤT KHẨU GẠO CỦA ẤN ĐỘ LẠI TÁC ĐỘNG QUAN TRỌNG ĐỐI VỚI THƯƠNG MẠI TOÀN CẦU? Ngày 20/7, Ấn Độ đã quyết định cấm xuất khẩu gạo trắng non-basmati, sửa đổi chính sách từ “miễn thuế xuất khẩu 20%"" thành ""cấm"" và có hiệu lực ngay lập tức"
311,1,3,0,0,0,0,"GIÁ LÚA TĂNG NHẸ SAU QUYẾT ĐỊNH CHO XUẤT KHẨU GẠO TRỞ LẠI Giá lúa ở ĐBSCL đang tăng nhẹ, cụ thể ngày 5-5, giá lúa tăng từ 200 - 400 đồng/kg so với tuần cuối tháng 4-2020. Thương lái mua lúa phơi khô, giống OM 5451 và Đài Thơm với giá 7.000 đồng/kg.
"
287,1,1,0,1,0,0,"GIÁ GẠO VIỆT NAM GIAO DỊCH Ở MỨC THẤP NHẤT TRONG HAI THÁNG Nguồn cung ngày càng tăng đã gây sức ép lên giá gạo Việt Nam khiến giá gạo 5% tấm của Việt Nam đã giảm xuống mức thấp nhất trong gần hai tháng là 450 USD/tấn.
"
133,1,1,1,0,0,0,"HÀN QUỐC PHẨN BỔ NHẬP HƠN 55.000 TẤN GẠO TỪ VIỆT NAM THEO HẠN NGẠCH THUẾ QUAN Hàn Quốc vừa ra thông báo, trong năm 2022, nước này phân bổ 388.700 tấn gạo nhập khẩu theo cơ chế hạn ngạch quốc gia cho 5 nước gồm: Trung Quốc, Hoa kỳ, Việt Nam, Thái Lan và Úc. Trong đó, Việt Nam được phân bổ 55.112 tấn gạo được nhập khẩu vào Hàn Quốc với mức ưu đãi 5%...
"
107,1,0,0,0,3,0,"CON TÔM ÔM CÂY LÚA' CÙNG PHÁT TRIỂN BỀN VỮNG Diện tích canh tác mô hình tôm - lúa ở Đồng bằng sông Cửu Long hiện đã đạt hơn 200.000 ha, bình quân lợi nhuận 110 triệu/ha/năm. Qua triển khai nhiều năm, tôm – lúa được đánh giá là mô hình phát triển bền vững đem lại thu nhập cao cho người nông dân ở vùng ven biển Đồng bằng sông Cửu Long, nhưng vẫn còn nhiều bất cập, khó khăn về tổ chức sản xuất, kỹ thuật…
"
155,1,2,3,2,0,1,"XUẤT CẤP HƠN 75.000 TẤN GẠO HỖ TRỢ NGƯỜI DÂN Tổng cục Dự trữ Nhà nước (Bộ Tài chính) vừa có công văn gửi UBND 9 tỉnh, thành phố phía Nam về việc xuất cấp 75.413 tấn gạo từ nguồn dự trữ Quốc gia để hỗ trợ người dân gặp khó khăn do bị tác động của đại dịch COVID-19.
"
348,1,3,3,0,0,0,"HÀN QUỐC SẼ ÁP DỤNG MỨC SUẤT THUẾ ƯU ĐÃI 5% CHO HƠN 55.000 TẤN GẠO VIỆT TỪ NĂM 2020 Theo Bộ Công Thương, các doanh nghiệp cần chủ động phương án sản xuất, kinh doanh để tận dụng hiệu quả cơ hội từ các đợt đấu thầu nhập khẩu gạo của Hàn Quốc trong năm 2020.
"
82,1,1,0,0,0,2,"ĐBSCL: HÀNG NGÀN HÉCTA LÚA BỊ THIỆT HẠI NẶNG DO MƯA DÔNG Trong những ngày qua, ở ĐBSCL, có hàng ngàn hécta lúa hè thu đang chín và lúa hè thu mới xuống giống bị thiệt hại nặng do mưa dông. Nhiều diện tích lúa đổ ngã bị ngập nước, lúa lên mộng; nông dân phải dùng dây buộc, dựng bông lúa lên khỏi mặt nước để hạn chế lên mộng.
"
301,1,1,0,0,0,0,"GIÁ THÁI LAN GIẢM KHI NHU CẦU CHUYỂN HƯỚNG SANG ẤN ĐỘ, VIỆT NAM Giá gạo xuất khẩu của Thái Lan giảm sau khi ghi nhận nguồn cung mới được đưa vào thị trường trong khi phải đối mặt với sự cạnh tranh gay gắt từ những nguồn cung rẻ hơn từ Ấn Độ và Việt Nam.
"
340,1,3,1,3,0,1,"XUẤT KHẨU GẠO ẤN ĐỘ CHẬT VẬT VÌ LỆNH ĐÓNG CỬA CẢ NƯỚC CHỐNG COVID-19 Các thương nhân Ấn Độ không thể kí hợp đồng xuất khẩu mới vì hoạt động vận chuyển bị chặn, trong khi nhu cầu đang cao và giá gạo Thái Lan tăng vọt.
"
140,1,2,3,2,0,0,"TỪ NĂM 2022, ĐẤU THẦU MUA GẠO DỰ TRỮ QUỐC GIA QUA MẠNG Thông tin trên được Vụ trưởng Vụ Quản lý hàng dự trữ (Tổng cục Dự trữ Nhà nước) Phạm Việt Hà cung cấp tại buổi họp báo chuyên đề do Tổng cục Dự trữ Nhà nước tổ chức chiều 23-12.
"
120,1,3,0,0,3,0,"ỨNG PHÓ VỚI GIÁ VẬT TƯ NÔNG NGHIỆP TĂNG Bên cạnh các giải pháp hạ nhiệt giá phân bón thì vấn đề sử dụng phân bón tiết kiệm, áp dụng mô hình sản xuất nông nghiệp hiện đại đang đặt ra bức thiết hơn bao giờ hết
"
14,1,3,0,3,1,0,"XUẤT KHẨU GẠO: KÉO DÀI ĐÀ TĂNG TRƯỞNG Chỉ trong 5 tháng đầu năm, xuất khẩu gạo của Việt Nam đã đạt 3,62 triệu tấn, là một trong những mặt hàng hiếm hoi có kim ngạch xuất khẩu tăng trong bối cảnh khó khăn chung. Dự báo trong những tháng tiếp theo, gạo vẫn sẽ là một trong những mặt hàng xuất khẩu chủ lực của Việt Nam khi nhu cầu lương thực trên thế giới tăng cao."
41,1,3,2,3,0,0,"GẠO VIỆT NAM NGÀY CÀNG ĐƯỢC ƯA CHUỘNG TẠI ANH Các công ty Anh đang quan tâm nhiều hơn đến gạo Việt Nam do nhu cầu ngày một tăng và các ưu đãi từ Hiệp định thương mại tự do Anh - Việt Nam (UKVFTA).
"
92,1,2,0,0,3,0,"NGÀNH GẠO BỊ ÁP LỰC CHI PHÍ Trong khi giá lúa mì, bắp... lên cơn sốt thì giá gạo vẫn đứng yên dù chi phí sản xuất, vận chuyển tăng vọt
"
346,1,3,0,0,0,1,"GIÁ GẠO, LÚA MÌ THẾ GIỚI TĂNG CAO DO TÁC ĐỘNG CỦA ĐẠI DỊCH COVID-19 Giá của các loại thực phẩm chính, đặc biệt là gạo và lúa mỳ, đang tăng cao trên thị trường thế giới do tác động của đại dịch COVID-19.
"
11,1,3,0,3,0,2,"GIÁ GẠO XUẤT KHẨU CAO NHẤT 10 NĂM Nguồn cung gạo trên thế giới giảm, El Nino khiến nhiều quốc gia đua nhập gạo Việt đẩy giá lên cao nhất 10 năm.
"
186,1,2,0,0,1,0,"CÁC GIỐNG LÚA OM ĐƯỢC NÔNG DÂN LỰA CHỌN SẢN XUẤT LÚA GẠO HÀNG HÓA CHẤT LƯỢNG CAO Hiện nay, các giống lúa OM do Viện Lúa ÐBSCL nghiên cứu, lai tạo đang được nông dân chọn để gieo trồng vì cho sản phẩm lúa gạo chất lượng cao đáp ứng nhu cầu thị trường.
"
216,1,0,0,0,0,0,BẢN TIN THỊ TRƯỜNG LÚA GẠO THÁNG 10/2020 BẢN TIN THỊ TRƯỜNG LÚA GẠO THÁNG 10/2020
0,1,3,0,0,1,0,"VIỆT NAM ĐANG XUẤT NHIỀU GẠO NHẤT THẾ GIỚI VN đang là nước xuất khẩu gạo nhiều và giá cao nhất thế giới. Chỉ tính riêng trong tháng 8, VN đã xuất khẩu gần 1 triệu tấn, mang về nguồn thu hơn nửa tỉ USD."
310,1,0,1,3,0,0,"CÁC VÙNG SẢN XUẤT CHÍNH CỦA TRUNG QUỐC ĐANG KÊU GỌI NGƯỜI DÂN SẢN XUẤT TĂNG VỤ ĐỂ ĐẢM BẢO AN NINH LƯƠNG THỰC Các vùng sản xuất chính của Trung Quốc đang kêu gọi người dân sản xuất tăng vụ để đảm bảo an ninh lương thực
"
4,1,3,0,3,0,0,"GIÁ GẠO TĂNG NHANH, GIỚI BUÔN THẬN TRỌNG NHẬP HÀNG Một tuần qua, giá gạo tại các chợ ở miền Tây tiếp tục tăng nhanh, mỗi ngày một giá khiến người bán lo lỗ khi nhập thêm nếu giá quay đầu giảm."
